,symmetry,unit_cell_x_pixels,unit_cell_y_pixels,geometry_condensed,geometry_full,condition,C11,C12,C22,C16,C26,C66,CM0,CM0_C11,CM0_C12,CM0_C22,CM0_C16,CM0_C26,CM0_C66,CM1,CM1_C11,CM1_C12,CM1_C22,CM1_C16,CM1_C26,CM1_C66,youngs,poisson
1825,C2v,50,50,,0000000000000000000001111111100000000000000000000000000000000000000111111111111111100000000000000000000000000000000011111111111111111100000000000000000000000000000011111111111111111111110000000000000000000000000001111111111111111111111110000000000000000000000001111111111111111111111111111000000000000000000000011111111111111111111111111110000000000000000000011111111111111111111111111111111000000000000000111111111111111111111111111111111111110000000000011111111111111111111111111111111111111110000000000111111111111111111111111111111111111111100000000001111111111111111111111111111111111111111000000000011111111111111111111111111111111111111110000000001111111111111111111111111111111111111111110000000111111111111111111111111111111111111111111110000001111111111111111111111111111111111111111111100000111111111111111111111111111111111111111111111100011111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111100011111111111111111111111111111111111111111111110000011111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111110000000111111111111111111111111111111111111111111000000000111111111111111111111111111111111111111100000000001111111111111111111111111111111111111111000000000011111111111111111111111111111111111111110000000000111111111111111111111111111111111111111100000000000111111111111111111111111111111111111110000000000000001111111111111111111111111111111100000000000000000000111111111111111111111111111100000000000000000000001111111111111111111111111111000000000000000000000000111111111111111111111111000000000000000000000000000111111111111111111111100000000000000000000000000000011111111111111111100000000000000000000000000000000011111111111111110000000000000000000000000000000000000011111111000000000000000000000,Plane Strain,946615899.9,183293076.1,711935006.6,0,0,261414861.6,void,0,0,0,0,0,0,vero_white,2963290579,1459531181,2963290579,0,0,751879699,"[8.99425705e+08 8.97030985e+08 8.89941216e+08 8.78438969e+08
 8.62992075e+08 8.44245144e+08 8.23001138e+08 8.00188712e+08
 7.76812912e+08 7.53890421e+08 7.32374993e+08 7.13082811e+08
 6.96629475e+08 6.83389157e+08 6.73482204e+08 6.66791471e+08
 6.63002004e+08 6.61655086e+08 6.62206794e+08 6.64082852e+08
 6.66724439e+08 6.69622751e+08 6.72342606e+08 6.74536925e+08
 6.75954575e+08 6.76443999e+08 6.75954575e+08 6.74536925e+08
 6.72342606e+08 6.69622751e+08 6.66724439e+08 6.64082852e+08
 6.62206794e+08 6.61655086e+08 6.63002004e+08 6.66791471e+08
 6.73482204e+08 6.83389157e+08 6.96629475e+08 7.13082811e+08
 7.32374993e+08 7.53890421e+08 7.76812912e+08 8.00188712e+08
 8.23001138e+08 8.44245144e+08 8.62992075e+08 8.78438969e+08
 8.89941216e+08 8.97030985e+08 8.99425705e+08 8.97030985e+08
 8.89941216e+08 8.78438969e+08 8.62992075e+08 8.44245144e+08
 8.23001138e+08 8.00188712e+08 7.76812912e+08 7.53890421e+08
 7.32374993e+08 7.13082811e+08 6.96629475e+08 6.83389157e+08
 6.73482204e+08 6.66791471e+08 6.63002004e+08 6.61655086e+08
 6.62206794e+08 6.64082852e+08 6.66724439e+08 6.69622751e+08
 6.72342606e+08 6.74536925e+08 6.75954575e+08 6.76443999e+08
 6.75954575e+08 6.74536925e+08 6.72342606e+08 6.69622751e+08
 6.66724439e+08 6.64082852e+08 6.62206794e+08 6.61655086e+08
 6.63002004e+08 6.66791471e+08 6.73482204e+08 6.83389157e+08
 6.96629475e+08 7.13082811e+08 7.32374993e+08 7.53890421e+08
 7.76812912e+08 8.00188712e+08 8.23001138e+08 8.44245144e+08
 8.62992075e+08 8.78438969e+08 8.89941216e+08 8.97030985e+08
 8.99425705e+08]","[0.19362983 0.19504158 0.19923028 0.20605504 0.21527765 0.22655884
 0.23945609 0.25342579 0.26783323 0.28197367 0.29510716 0.30650727
 0.31552115 0.32163421 0.32452983 0.32413298 0.32062837 0.31444829
 0.30623132 0.2967591  0.28688194 0.27744414 0.26921807 0.26285179
 0.25883151 0.2574576  0.25883151 0.26285179 0.26921807 0.27744414
 0.28688194 0.2967591  0.30623132 0.31444829 0.32062837 0.32413298
 0.32452983 0.32163421 0.31552115 0.30650727 0.29510716 0.28197367
 0.26783323 0.25342579 0.23945609 0.22655884 0.21527765 0.20605504
 0.19923028 0.19504158 0.19362983 0.19504158 0.19923028 0.20605504
 0.21527765 0.22655884 0.23945609 0.25342579 0.26783323 0.28197367
 0.29510716 0.30650727 0.31552115 0.32163421 0.32452983 0.32413298
 0.32062837 0.31444829 0.30623132 0.2967591  0.28688194 0.27744414
 0.26921807 0.26285179 0.25883151 0.2574576  0.25883151 0.26285179
 0.26921807 0.27744414 0.28688194 0.2967591  0.30623132 0.31444829
 0.32062837 0.32413298 0.32452983 0.32163421 0.31552115 0.30650727
 0.29510716 0.28197367 0.26783323 0.25342579 0.23945609 0.22655884
 0.21527765 0.20605504 0.19923028 0.19504158 0.19362983]"
306,C2v,50,50,,0000000000000001111111111111111111100000000000000000000000000000011111111111111111111000000000000000000000000000001111111110000111111111000000000000000000000000000011111111100001111111110000000000000000000000000000111111111000011111111100000000000000000000000000001111111100000011111111000000000000000000000000000011111111000000111111110000000000000000000000000000111111110000001111111100000000000000110000000000011111111100000011111111100000000000111111000000000111111100000000001111111000000000111101111000000001111111000000000011111110000000011110011110000000011111110000000000111111100000000111101111100000000111111100000000001111111000000001111111111100000011111110000000000001111111000000111111011111100001111111000000000000001111111000011111100111111000111111110000000000000011111111000111111001111110001111111000000000000000011111110001111110011111111111111100000000000000000011111111111111100111111111111111000000000000000000111111111111111001111111111111000000000000000000000011111111111110111111111111110000000000000000000000111111111111111111111111111100000000000000000000001111111111111111111111111111000000000000000000000011111111111111111111111111110000000000000000000000111111111111111111111111111000000000000000000000000111111111111111111111111110000000000000000000000001111111111111111111111111110000000000000000000000111111111111111111111111111100000000000000000000001111111111111111111111111111000000000000000000000011111111111111111111111111110000000000000000000000111111111111110111111111111100000000000000000000001111111111111001111111111111110000000000000000001111111111111110011111111111111100000000000000000011111111111111100111111000111111100000000000000001111111000111111001111110001111111100000000000000111111110001111110011111100001111111000000000000001111111000011111101111110000001111111000000000000111111100000011111111111000000001111111000000000011111110000000011111011110000000011111110000000000111111100000000111100111100000000111111100000000001111111000000001111011110000000001111111000000000011111110000000001111110000000000011111111100000011111111100000000000110000000000000011111111000000111111110000000000000000000000000000111111110000001111111100000000000000000000000000001111111100000011111111000000000000000000000000000011111111100001111111110000000000000000000000000000111111111000011111111100000000000000000000000000001111111110000111111111000000000000000000000000000001111111111111111111100000000000000000000000000000011111111111111111111000000000000000,Plane Strain,108345647.3,142320725.8,355013517.0,0,0,57142758.09,void,0,0,0,0,0,0,vero_white,2963290579,1459531181,2963290579,0,0,751879699,"[5.12909493e+07 5.24913550e+07 5.60550719e+07 6.18710614e+07
 6.97589966e+07 7.94759080e+07 9.07246378e+07 1.03163397e+08
 1.16415710e+08 1.30080107e+08 1.43739127e+08 1.56967450e+08
 1.69339393e+08 1.80436502e+08 1.89856637e+08 1.97226855e+08
 2.02223382e+08 2.04602920e+08 2.04249601e+08 2.01239558e+08
 1.95917600e+08 1.88965426e+08 1.81419583e+08 1.74582727e+08
 1.69789948e+08 1.68063792e+08 1.69789948e+08 1.74582727e+08
 1.81419583e+08 1.88965426e+08 1.95917600e+08 2.01239558e+08
 2.04249601e+08 2.04602920e+08 2.02223382e+08 1.97226855e+08
 1.89856637e+08 1.80436502e+08 1.69339393e+08 1.56967450e+08
 1.43739127e+08 1.30080107e+08 1.16415710e+08 1.03163397e+08
 9.07246378e+07 7.94759080e+07 6.97589966e+07 6.18710614e+07
 5.60550719e+07 5.24913550e+07 5.12909493e+07 5.24913550e+07
 5.60550719e+07 6.18710614e+07 6.97589966e+07 7.94759080e+07
 9.07246378e+07 1.03163397e+08 1.16415710e+08 1.30080107e+08
 1.43739127e+08 1.56967450e+08 1.69339393e+08 1.80436502e+08
 1.89856637e+08 1.97226855e+08 2.02223382e+08 2.04602920e+08
 2.04249601e+08 2.01239558e+08 1.95917600e+08 1.88965426e+08
 1.81419583e+08 1.74582727e+08 1.69789948e+08 1.68063792e+08
 1.69789948e+08 1.74582727e+08 1.81419583e+08 1.88965426e+08
 1.95917600e+08 2.01239558e+08 2.04249601e+08 2.04602920e+08
 2.02223382e+08 1.97226855e+08 1.89856637e+08 1.80436502e+08
 1.69339393e+08 1.56967450e+08 1.43739127e+08 1.30080107e+08
 1.16415710e+08 1.03163397e+08 9.07246378e+07 7.94759080e+07
 6.97589966e+07 6.18710614e+07 5.60550719e+07 5.24913550e+07
 5.12909493e+07]","[1.31358047 1.29777937 1.25275136 1.18481046 1.10225284 1.01327724
 0.92457975 0.84082572 0.76476709 0.69766358 0.63975408 0.59065304
 0.54963727 0.51583378 0.48833321 0.46625341 0.44877181 0.43513995
 0.42468841 0.41682741 0.41104591 0.40691069 0.40406598 0.40223376
 0.40121455 0.40088819 0.40121455 0.40223376 0.40406598 0.40691069
 0.41104591 0.41682741 0.42468841 0.43513995 0.44877181 0.46625341
 0.48833321 0.51583378 0.54963727 0.59065304 0.63975408 0.69766358
 0.76476709 0.84082572 0.92457975 1.01327724 1.10225284 1.18481046
 1.25275136 1.29777937 1.31358047 1.29777937 1.25275136 1.18481046
 1.10225284 1.01327724 0.92457975 0.84082572 0.76476709 0.69766358
 0.63975408 0.59065304 0.54963727 0.51583378 0.48833321 0.46625341
 0.44877181 0.43513995 0.42468841 0.41682741 0.41104591 0.40691069
 0.40406598 0.40223376 0.40121455 0.40088819 0.40121455 0.40223376
 0.40406598 0.40691069 0.41104591 0.41682741 0.42468841 0.43513995
 0.44877181 0.46625341 0.48833321 0.51583378 0.54963727 0.59065304
 0.63975408 0.69766358 0.76476709 0.84082572 0.92457975 1.01327724
 1.10225284 1.18481046 1.25275136 1.29777937 1.31358047]"
41619,C2v,50,50,,1111111111111000000111111111111000000111111111111111111111111110000001111111111110000001111111111111111111111111100000011111111111100000011111111111111111111111111000001111111111111100000111111111111111111111111111000011111111111111000011111111111111000000000111111111111111111111111111111110000000000000000001111111111111111111111111111111100000000000000000011111111111111111111111111111111000000000000000000011111111111111111111111111111100000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000011111111111111111111111111111100000000000000000001111111111111111111111111111111100000000000000000011111111111111111111111111111111000000000000000000111111111111111111111111111111110000000001111111111111100001111111111111100001111111111111111111111111110000011111111111111000001111111111111111111111111100000011111111111100000011111111111111111111111111000000111111111111000000111111111111111111111111110000001111111111110000001111111111111,Plane Strain,338500300.6,139626640.5,892871866.6,0,0,62897543.64,void,0,0,0,0,0,0,vero_white,2963290579,1459531181,2963290579,0,0,751879699,"[3.16665590e+08 3.15105115e+08 3.10456308e+08 3.02824256e+08
 2.92408777e+08 2.79543229e+08 2.64751620e+08 2.48824483e+08
 2.32909636e+08 2.18604496e+08 2.08020235e+08 2.03765328e+08
 2.08775700e+08 2.25922114e+08 2.57384529e+08 3.03913253e+08
 3.64248929e+08 4.35020634e+08 5.11272208e+08 5.87443580e+08
 6.58395241e+08 7.20095374e+08 7.69829763e+08 8.06033967e+08
 8.27949002e+08 8.35277830e+08 8.27949002e+08 8.06033967e+08
 7.69829763e+08 7.20095374e+08 6.58395241e+08 5.87443580e+08
 5.11272208e+08 4.35020634e+08 3.64248929e+08 3.03913253e+08
 2.57384529e+08 2.25922114e+08 2.08775700e+08 2.03765328e+08
 2.08020235e+08 2.18604496e+08 2.32909636e+08 2.48824483e+08
 2.64751620e+08 2.79543229e+08 2.92408777e+08 3.02824256e+08
 3.10456308e+08 3.15105115e+08 3.16665590e+08 3.15105115e+08
 3.10456308e+08 3.02824256e+08 2.92408777e+08 2.79543229e+08
 2.64751620e+08 2.48824483e+08 2.32909636e+08 2.18604496e+08
 2.08020235e+08 2.03765328e+08 2.08775700e+08 2.25922114e+08
 2.57384529e+08 3.03913253e+08 3.64248929e+08 4.35020634e+08
 5.11272208e+08 5.87443580e+08 6.58395241e+08 7.20095374e+08
 7.69829763e+08 8.06033967e+08 8.27949002e+08 8.35277830e+08
 8.27949002e+08 8.06033967e+08 7.69829763e+08 7.20095374e+08
 6.58395241e+08 5.87443580e+08 5.11272208e+08 4.35020634e+08
 3.64248929e+08 3.03913253e+08 2.57384529e+08 2.25922114e+08
 2.08775700e+08 2.03765328e+08 2.08020235e+08 2.18604496e+08
 2.32909636e+08 2.48824483e+08 2.64751620e+08 2.79543229e+08
 2.92408777e+08 3.02824256e+08 3.10456308e+08 3.15105115e+08
 3.16665590e+08]","[0.41248602 0.42131686 0.44728939 0.48876154 0.54275969 0.60475773
 0.66864327 0.72710876 0.77261707 0.79882245 0.80198386 0.78175791
 0.74100726 0.68476834 0.6188995  0.54893582 0.47941439 0.41365845
 0.35386719 0.30134705 0.25676967 0.22039816 0.19226179 0.17228035
 0.16034695 0.15637926 0.16034695 0.17228035 0.19226179 0.22039816
 0.25676967 0.30134705 0.35386719 0.41365845 0.47941439 0.54893582
 0.6188995  0.68476834 0.74100726 0.78175791 0.80198386 0.79882245
 0.77261707 0.72710876 0.66864327 0.60475773 0.54275969 0.48876154
 0.44728939 0.42131686 0.41248602 0.42131686 0.44728939 0.48876154
 0.54275969 0.60475773 0.66864327 0.72710876 0.77261707 0.79882245
 0.80198386 0.78175791 0.74100726 0.68476834 0.6188995  0.54893582
 0.47941439 0.41365845 0.35386719 0.30134705 0.25676967 0.22039816
 0.19226179 0.17228035 0.16034695 0.15637926 0.16034695 0.17228035
 0.19226179 0.22039816 0.25676967 0.30134705 0.35386719 0.41365845
 0.47941439 0.54893582 0.6188995  0.68476834 0.74100726 0.78175791
 0.80198386 0.79882245 0.77261707 0.72710876 0.66864327 0.60475773
 0.54275969 0.48876154 0.44728939 0.42131686 0.41248602]"
10426,C2v,50,50,,0000000000000000011111111111111110000000000000000000000000000000000111111111111111100000000000000000000000000000000001111111111111111000000000000000000000000000000000111111111111111111000000000000000000000000000000011111111111111111111000000000000000000000000000000111111111111111111110000000000000000000000000000001111111111111111111100000000000000000000000000000011111111111111111111000000000000000000000000000000111111111111111111110000000000000000000000000000001111111111111111111100000000000000000000000000000011111111111111111111000000000000000000000000000000111111111111111111110000000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000011111111111111111111111111000000000000000000000011111111111111111111111111111100000000000000000001111111111111111111111111111111100000000000000001111111111111111111111111111111111110000000000001111111111111111111111111111111111111111000000000011111111111111111111111111111111111111110000000011111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111110001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000111111111111111111111111111111111111111111110000001111111111111111111111111111111111111111111100000000111111111111111111111111111111111111111100000000001111111111111111111111111111111111111111000000000000111111111111111111111111111111111111000000000000000011111111111111111111111111111111000000000000000000011111111111111111111111111111100000000000000000000001111111111111111111111111100000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000000111111111111111111110000000000000000000000000000001111111111111111111100000000000000000000000000000011111111111111111111000000000000000000000000000000111111111111111111110000000000000000000000000000001111111111111111111100000000000000000000000000000011111111111111111111000000000000000000000000000000111111111111111111110000000000000000000000000000001111111111111111111100000000000000000000000000000001111111111111111110000000000000000000000000000000001111111111111111000000000000000000000000000000000011111111111111110000000000000000000000000000000000111111111111111100000000000000000,Plane Strain,276385151.5,57912088.52,834260151.1,0,0,27690126.46,void,0,0,0,0,0,0,vero_white,2963290579,1459531181,2963290579,0,0,751879699,"[2.72365051e+08 2.70565390e+08 2.65167927e+08 2.56184308e+08
 2.43659057e+08 2.27712544e+08 2.08611941e+08 1.86880823e+08
 1.63458556e+08 1.39913853e+08 1.18693222e+08 1.03330491e+08
 9.84510884e+07 1.09307421e+08 1.40603394e+08 1.94698559e+08
 2.69932569e+08 3.60242849e+08 4.56688347e+08 5.50121773e+08
 6.33453347e+08 7.02521243e+08 7.55701293e+08 7.92953928e+08
 8.14892716e+08 8.22125599e+08 8.14892716e+08 7.92953928e+08
 7.55701293e+08 7.02521243e+08 6.33453347e+08 5.50121773e+08
 4.56688347e+08 3.60242849e+08 2.69932569e+08 1.94698559e+08
 1.40603394e+08 1.09307421e+08 9.84510884e+07 1.03330491e+08
 1.18693222e+08 1.39913853e+08 1.63458556e+08 1.86880823e+08
 2.08611941e+08 2.27712544e+08 2.43659057e+08 2.56184308e+08
 2.65167927e+08 2.70565390e+08 2.72365051e+08 2.70565390e+08
 2.65167927e+08 2.56184308e+08 2.43659057e+08 2.27712544e+08
 2.08611941e+08 1.86880823e+08 1.63458556e+08 1.39913853e+08
 1.18693222e+08 1.03330491e+08 9.84510884e+07 1.09307421e+08
 1.40603394e+08 1.94698559e+08 2.69932569e+08 3.60242849e+08
 4.56688347e+08 5.50121773e+08 6.33453347e+08 7.02521243e+08
 7.55701293e+08 7.92953928e+08 8.14892716e+08 8.22125599e+08
 8.14892716e+08 7.92953928e+08 7.55701293e+08 7.02521243e+08
 6.33453347e+08 5.50121773e+08 4.56688347e+08 3.60242849e+08
 2.69932569e+08 1.94698559e+08 1.40603394e+08 1.09307421e+08
 9.84510884e+07 1.03330491e+08 1.18693222e+08 1.39913853e+08
 1.63458556e+08 1.86880823e+08 2.08611941e+08 2.27712544e+08
 2.43659057e+08 2.56184308e+08 2.65167927e+08 2.70565390e+08
 2.72365051e+08]","[0.20953401 0.22312257 0.26367057 0.330285   0.42068415 0.53008954
 0.65003884 0.76785092 0.8677833  0.93447324 0.95767726 0.93570381
 0.87531366 0.78837815 0.68765577 0.58382456 0.48436449 0.39375273
 0.31421124 0.24650154 0.19055553 0.14590805 0.1119673  0.08817281
 0.07408244 0.0694173  0.07408244 0.08817281 0.1119673  0.14590805
 0.19055553 0.24650154 0.31421124 0.39375273 0.48436449 0.58382456
 0.68765577 0.78837815 0.87531366 0.93570381 0.95767726 0.93447324
 0.8677833  0.76785092 0.65003884 0.53008954 0.42068415 0.330285
 0.26367057 0.22312257 0.20953401 0.22312257 0.26367057 0.330285
 0.42068415 0.53008954 0.65003884 0.76785092 0.8677833  0.93447324
 0.95767726 0.93570381 0.87531366 0.78837815 0.68765577 0.58382456
 0.48436449 0.39375273 0.31421124 0.24650154 0.19055553 0.14590805
 0.1119673  0.08817281 0.07408244 0.0694173  0.07408244 0.08817281
 0.1119673  0.14590805 0.19055553 0.24650154 0.31421124 0.39375273
 0.48436449 0.58382456 0.68765577 0.78837815 0.87531366 0.93570381
 0.95767726 0.93447324 0.8677833  0.76785092 0.65003884 0.53008954
 0.42068415 0.330285   0.26367057 0.22312257 0.20953401]"
450,C2v,50,50,,0000000000001111111111111111111111111100000000000000000000000011111111111111111111111111000000000000000000000000111111111000000001111111110000000000000000000000001111111110000000011111111100000000000000000000000111111111100000000111111111100000000000000000000011111111100000000000011111111100000000000000000000111111111000000000000111111111000000000000001110000111111110000000000001111111100001110000000011100001111110000000000000000111111000011100000000111000011111100000000000000001111110000111000000011111001111111000000000000000011111110011111000000111110011111100000000000000000011111100111110000001111100111111000000000000000000111111001111100000011111001111110000000000000000001111110011111000001111111111111100000000000000000011111111111111000011111111111110000000000000000000011111111111110000111111111111100000000000000000000111111111111100011111111111111000000000000000000001111111111111100111111111111100000000000000000000001111111111111001111111111111000000000000000000000011111111111110111111111111110000000000000000000000111111111111111111111111111100000000000000000000001111111111111111111111111111000000000000000000000011111111111111111111111111110000000000000000000000111111111111111111111111111000000000000000000000000111111111111111111111111110000000000000000000000001111111111111111111111111110000000000000000000000111111111111111111111111111100000000000000000000001111111111111111111111111111000000000000000000000011111111111111111111111111110000000000000000000000111111111111110111111111111100000000000000000000001111111111111001111111111111000000000000000000000011111111111110011111111111111000000000000000000001111111111111100011111111111110000000000000000000011111111111110000111111111111100000000000000000000111111111111100001111111111111100000000000000000011111111111111000001111100111111000000000000000000111111001111100000011111001111110000000000000000001111110011111000000111110011111100000000000000000011111100111110000001111100111111100000000000000001111111001111100000001110000111111000000000000000011111100001110000000011100001111110000000000000000111111000011100000000111000011111111000000000000111111110000111000000000000001111111110000000000001111111110000000000000000000011111111100000000000011111111100000000000000000000011111111110000000011111111110000000000000000000000011111111100000000111111111000000000000000000000000111111111000000001111111110000000000000000000000001111111111111111111111111100000000000000000000000011111111111111111111111111000000000000,Plane Strain,104649164.7,128146416.3,467716145.0,0,0,52609554.27,void,0,0,0,0,0,0,vero_white,2963290579,1459531181,2963290579,0,0,751879699,"[6.95391857e+07 7.01880638e+07 7.21345688e+07 7.53780536e+07
 7.99165674e+07 8.57455164e+07 9.28557329e+07 1.01230907e+08
 1.10844337e+08 1.21654978e+08 1.33602808e+08 1.46603606e+08
 1.60543359e+08 1.75272669e+08 1.90601736e+08 2.06296755e+08
 2.22078759e+08 2.37626090e+08 2.52581611e+08 2.66565334e+08
 2.79192238e+08 2.90093770e+08 2.98940112e+08 3.05459579e+08
 3.09452176e+08 3.10796555e+08 3.09452176e+08 3.05459579e+08
 2.98940112e+08 2.90093770e+08 2.79192238e+08 2.66565334e+08
 2.52581611e+08 2.37626090e+08 2.22078759e+08 2.06296755e+08
 1.90601736e+08 1.75272669e+08 1.60543359e+08 1.46603606e+08
 1.33602808e+08 1.21654978e+08 1.10844337e+08 1.01230907e+08
 9.28557329e+07 8.57455164e+07 7.99165674e+07 7.53780536e+07
 7.21345688e+07 7.01880638e+07 6.95391857e+07 7.01880638e+07
 7.21345688e+07 7.53780536e+07 7.99165674e+07 8.57455164e+07
 9.28557329e+07 1.01230907e+08 1.10844337e+08 1.21654978e+08
 1.33602808e+08 1.46603606e+08 1.60543359e+08 1.75272669e+08
 1.90601736e+08 2.06296755e+08 2.22078759e+08 2.37626090e+08
 2.52581611e+08 2.66565334e+08 2.79192238e+08 2.90093770e+08
 2.98940112e+08 3.05459579e+08 3.09452176e+08 3.10796555e+08
 3.09452176e+08 3.05459579e+08 2.98940112e+08 2.90093770e+08
 2.79192238e+08 2.66565334e+08 2.52581611e+08 2.37626090e+08
 2.22078759e+08 2.06296755e+08 1.90601736e+08 1.75272669e+08
 1.60543359e+08 1.46603606e+08 1.33602808e+08 1.21654978e+08
 1.10844337e+08 1.01230907e+08 9.28557329e+07 8.57455164e+07
 7.99165674e+07 7.53780536e+07 7.21345688e+07 7.01880638e+07
 6.95391857e+07]","[1.22453358 1.21667829 1.1937158  1.15732866 1.10994806 1.05434393
 0.99325916 0.92915966 0.86411005 0.79974726 0.7373131  0.67771352
 0.6215836  0.56934786 0.52127146 0.47750194 0.43810239 0.4030774
 0.3723932  0.34599325 0.32381009 0.30577437 0.2918216  0.28189712
 0.27595958 0.27398331 0.27595958 0.28189712 0.2918216  0.30577437
 0.32381009 0.34599325 0.3723932  0.4030774  0.43810239 0.47750194
 0.52127146 0.56934786 0.6215836  0.67771352 0.7373131  0.79974726
 0.86411005 0.92915966 0.99325916 1.05434393 1.10994806 1.15732866
 1.1937158  1.21667829 1.22453358 1.21667829 1.1937158  1.15732866
 1.10994806 1.05434393 0.99325916 0.92915966 0.86411005 0.79974726
 0.7373131  0.67771352 0.6215836  0.56934786 0.52127146 0.47750194
 0.43810239 0.4030774  0.3723932  0.34599325 0.32381009 0.30577437
 0.2918216  0.28189712 0.27595958 0.27398331 0.27595958 0.28189712
 0.2918216  0.30577437 0.32381009 0.34599325 0.3723932  0.4030774
 0.43810239 0.47750194 0.52127146 0.56934786 0.6215836  0.67771352
 0.7373131  0.79974726 0.86411005 0.92915966 0.99325916 1.05434393
 1.10994806 1.15732866 1.1937158  1.21667829 1.22453358]"
